experience_id,contact_id,opportunity_id,status,status_at,notes
131333d5-78e3-4369-bbab-91d6490ead09,1c166781-7c98-4aa4-8c4a-7e06ccc00976,d4b76bd4-20cc-4446-acd2-bca545c96fb7,completed,2025-10-13 16:31:46.059977+00,Seeded outcome.
b8fabfbd-08d5-4601-bc3e-041f9fd49853,4e356050-1539-473a-853e-55ee45db3d24,acb5f65b-9c43-4916-86ce-77d8e66466b6,dropped,2024-03-30 16:31:46.101433+00,Seeded outcome.
bfefc98c-47e2-4fa5-9538-69f2c2dddc6e,9a8e925e-4db9-4a31-8563-a6788d69c4ea,ad479a89-4df4-4684-a6a1-e3a4b786bd8a,intern,2023-11-05 16:31:46.144456+00,Seeded outcome.
412434c3-f8e8-436e-a73f-823273900b62,476c9de3-0b16-45d1-b78c-97d69bfe70e7,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,completed,2024-06-06 16:31:46.18881+00,Seeded outcome.
fb1f28b0-1dda-4544-ad9f-4ef442168ad1,642e7e9f-b595-44c1-b2ae-6be0c2b8f2c7,23372871-aaae-4063-b95b-1926aa2087f7,completed,2025-09-08 16:31:46.230447+00,Seeded outcome.
6e0d8272-3e83-43a4-8e19-1e818c80dd9b,019ac58a-63fc-470d-bf0b-6ce5b0ea15a0,acb5f65b-9c43-4916-86ce-77d8e66466b6,intern,2025-03-24 16:31:46.27303+00,Seeded outcome.
f2f38543-4ead-4807-a191-97905ae95434,78bcd5ef-bba6-410a-8087-94df21b4855e,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,intern,2024-11-21 16:31:46.315985+00,Seeded outcome.
685ae3ef-1d48-4428-9f76-703555b78127,94cc1de0-bf36-4204-b1c7-40567056957e,7839ebec-9c1d-4c1a-8838-bae68e6500bf,intern,2025-09-07 16:31:46.359834+00,Seeded outcome.
f8e6d122-dea8-4669-95c0-1fec9bce5ed5,864cd3c2-c3f3-4c5c-aa1b-529005dfdd4f,7a507653-811d-4658-a0ee-dc84bc774dbe,completed,2023-11-07 16:31:46.403576+00,Seeded outcome.
b08d4e62-1d4c-4e52-af77-879e7acab21c,5aaee664-bf91-41f0-a9c7-068ef350f846,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,completed,2025-01-11 16:31:46.445961+00,Seeded outcome.
ab579dea-2681-41ec-ae28-3887f7388d12,5fb8aab5-26ba-4d80-b5b3-c24619b9d356,acb5f65b-9c43-4916-86ce-77d8e66466b6,completed,2025-04-16 16:31:46.489567+00,Seeded outcome.
1892ded7-6187-43d1-bc6c-733173524963,8d7da196-6de4-49e8-89ed-54ca1d146ae4,7839ebec-9c1d-4c1a-8838-bae68e6500bf,interview_rejected,2025-05-02 16:31:46.536077+00,Seeded outcome.
b44fd17e-3d1a-4c31-8c62-436ab8c54833,36cc3a87-a0f4-455d-8666-682c09e38ff4,7839ebec-9c1d-4c1a-8838-bae68e6500bf,dropped,2024-09-14 16:31:46.581036+00,Seeded outcome.
c24b9c01-1821-4085-8e8d-4835e1bf0925,a97c1988-923b-429b-a2bc-bfcefb34d404,7839ebec-9c1d-4c1a-8838-bae68e6500bf,dropped,2025-03-24 16:31:46.623586+00,Seeded outcome.
40e9fafb-7380-4031-9ec7-036e157bac90,b74589a4-caa2-461f-8bc8-0819ec44c016,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,completed,2025-02-08 16:31:46.666644+00,Seeded outcome.
ecf61a25-0710-4d59-9e22-3825f49c0492,56612d17-80c7-4757-a9b4-9188a4266579,23372871-aaae-4063-b95b-1926aa2087f7,interview_rejected,2024-09-28 16:31:46.709572+00,Seeded outcome.
401f2723-922f-49ec-94b0-9c451e2c6de6,658f14d4-6c79-4149-958f-c256d76067e3,23372871-aaae-4063-b95b-1926aa2087f7,dropped,2025-08-29 16:31:46.752613+00,Seeded outcome.
0b34e730-14fe-44f6-b2d3-f78e01664a7f,7dddc4a7-2e94-4250-9d51-1323dd70fe2a,b3cf8faa-db21-4636-a48e-82f18c0b841f,interview_rejected,2025-06-03 16:31:46.795758+00,Seeded outcome.
8290e45e-b318-482a-8c18-1fe83aedaec1,019ac58a-63fc-470d-bf0b-6ce5b0ea15a0,23372871-aaae-4063-b95b-1926aa2087f7,interview_rejected,2024-01-10 16:31:46.842894+00,Seeded outcome.
ad1b28d9-9d9c-4041-acf5-a54ed52b9cbc,756aea2a-b30d-46ea-9c51-a491264addef,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,completed,2024-12-10 16:31:46.886799+00,Seeded outcome.
5495cf6b-eac0-4bcf-8d32-fa05031c683d,1253b248-4c98-458e-aca4-e0b0c6082e3a,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,dropped,2023-10-20 16:31:46.930493+00,Seeded outcome.
fe435c1f-18af-4603-8a1d-f0da0b4ab8e7,a1ff3d33-50b4-4280-b59e-a1c52e0cad03,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,completed,2025-10-20 16:31:46.974432+00,Seeded outcome.
7b7ace2e-6417-4bef-ac5c-9d1d87104bc1,ef9d7efb-3338-4bdf-bdac-fdce30843edf,23372871-aaae-4063-b95b-1926aa2087f7,interview_rejected,2026-01-06 16:31:47.021562+00,Seeded outcome.
28ecc0c8-b5b9-4954-ac1b-518b6e82153e,7751114e-8487-4355-8225-162c8b115759,23372871-aaae-4063-b95b-1926aa2087f7,intern,2025-09-16 16:31:47.069033+00,Seeded outcome.
4d0f9988-5fbd-4793-8704-8d8f51135640,edd0739e-2bda-46f7-be29-90471b6e7945,d4b76bd4-20cc-4446-acd2-bca545c96fb7,completed,2024-10-12 16:31:47.116187+00,Seeded outcome.
7622232a-a4fc-4472-979c-237421fb48fb,bd6498fe-4764-4038-8ad7-02b606f3a77c,770be19e-e53b-4c72-b94a-26b897731364,completed,2025-01-08 16:31:47.161104+00,Seeded outcome.
a2dfb7ea-e31f-444d-bfd5-0d90de690e6f,4e356050-1539-473a-853e-55ee45db3d24,23372871-aaae-4063-b95b-1926aa2087f7,completed,2024-03-03 16:31:47.206179+00,Seeded outcome.
220ca39a-3bd2-4260-9317-6087b35ea6f7,f71c4e3d-f941-4684-b69c-80eeb5fa4ecb,23372871-aaae-4063-b95b-1926aa2087f7,intern,2024-12-26 16:31:47.253229+00,Seeded outcome.
d496ca33-0633-47cb-84bb-ada1adb412fe,f04a9a17-1482-4fd8-8ff6-465811702f13,7839ebec-9c1d-4c1a-8838-bae68e6500bf,interview_rejected,2025-01-05 16:31:47.299612+00,Seeded outcome.
432f313d-fdcf-4cb6-b031-1763c1eecba1,36cc3a87-a0f4-455d-8666-682c09e38ff4,23372871-aaae-4063-b95b-1926aa2087f7,intern,2025-05-26 16:31:47.34512+00,Seeded outcome.
e580c866-b8d3-4915-b44d-5e24f7f8c0c1,b992bf9f-3651-4517-9a0c-222edc890c31,acb5f65b-9c43-4916-86ce-77d8e66466b6,completed,2024-04-26 16:31:47.399126+00,Seeded outcome.
a68639b0-ba77-49af-a9a5-048e96daf4d7,de89df88-278b-434b-bbd6-7dcf0c3d0bac,23372871-aaae-4063-b95b-1926aa2087f7,interview_rejected,2024-06-25 16:31:47.445415+00,Seeded outcome.
c545f948-8f98-42a5-a3cf-4e25eed73c42,3e1da5dd-5230-4257-85f4-7056ba1d4e9f,d4b76bd4-20cc-4446-acd2-bca545c96fb7,completed,2025-02-19 16:31:47.496918+00,Seeded outcome.
4367e820-ff25-4621-8635-936a05c9aaa8,0972cacc-afaa-432c-98a9-fd723c8e273b,770be19e-e53b-4c72-b94a-26b897731364,completed,2024-05-06 16:31:47.547075+00,Seeded outcome.
887881d3-59f4-4059-99f0-7810b0240ab6,128063f0-9a14-4f44-aeef-fe0a47a887d6,23372871-aaae-4063-b95b-1926aa2087f7,intern,2025-11-17 16:31:47.592271+00,Seeded outcome.
6ff077c1-a7c0-44a1-a8fd-7efeca007260,84572de4-f46f-48af-ad6f-9d497ac1f9fd,7839ebec-9c1d-4c1a-8838-bae68e6500bf,completed,2024-10-02 16:31:47.638713+00,Seeded outcome.
8d198409-9d4c-461d-b78f-dc49473e8103,fb5aea70-9d5a-40de-b1d4-e441a7490c38,6d1cd5d9-ab5f-45cb-bb82-587a3b1cd2e0,dropped,2025-03-17 16:31:47.683063+00,Seeded outcome.
8f036407-c0e3-43b6-a4c2-74cb457a7cef,fb5aea70-9d5a-40de-b1d4-e441a7490c38,ad479a89-4df4-4684-a6a1-e3a4b786bd8a,completed,2025-09-23 16:31:47.727007+00,Seeded outcome.
44230de4-1654-4f98-9aa7-af6531dd7036,2426d72e-0ab1-4109-aa09-ba7beb54cc67,770be19e-e53b-4c72-b94a-26b897731364,completed,2025-08-30 16:31:47.771381+00,Seeded outcome.
