engagement_id,sponsor_account_id,engagement_date,engagement_type,notes,outcome,created_at
2c213ce4-5d2f-4ef3-a8cb-6e47c46228bb,7b01b6e6-9f14-4b5f-b2c6-44a3804804d1,2023-07-22,outreach,Stale but historically valuable partner.,declined,2026-01-30 17:54:10.335404
c078f628-0cdd-4d27-a9f9-fb1e1dc22b13,7b01b6e6-9f14-4b5f-b2c6-44a3804804d1,2023-05-12,program_sponsorship,Stale but historically valuable partner.,interested,2026-01-30 17:54:10.335404
abd80c90-573b-4467-99dc-4f33f5b444a0,7b01b6e6-9f14-4b5f-b2c6-44a3804804d1,2023-05-06,program_sponsorship,Stale but historically valuable partner.,declined,2026-01-30 17:54:10.335404
7598d0ed-7c7a-4157-9c1b-63fc1ed2086e,55ffd272-e2a3-4778-abcf-a26764ad3988,2023-02-21,program_sponsorship,Stale but historically valuable partner.,follow_up_needed,2026-01-30 17:54:10.335404
b1222ae6-cb97-4aae-a10b-02cf11febe03,55ffd272-e2a3-4778-abcf-a26764ad3988,2024-03-19,outreach,Stale but historically valuable partner.,declined,2026-01-30 17:54:10.335404
556aa1b6-a563-4987-85e2-97ed0fa6d86a,55ffd272-e2a3-4778-abcf-a26764ad3988,2024-05-23,program_sponsorship,Stale but historically valuable partner.,declined,2026-01-30 17:54:10.335404
c9d74dcb-52c8-46e1-aaa4-803e3b2e82a9,55ffd272-e2a3-4778-abcf-a26764ad3988,2024-11-30,meeting,Stale but historically valuable partner.,no_response,2026-01-30 17:54:10.335404
89518e5e-4aaf-4ccc-bcc6-78c7f9a8f18e,55ffd272-e2a3-4778-abcf-a26764ad3988,2023-12-29,program_sponsorship,Stale but historically valuable partner.,no_response,2026-01-30 17:54:10.335404
c3f446bb-3af1-4301-a9f9-e646d371d8d6,55ffd272-e2a3-4778-abcf-a26764ad3988,2023-10-09,meeting,Stale but historically valuable partner.,declined,2026-01-30 17:54:10.335404
b33cca74-3b05-4cb6-8c8e-b17513e316d6,55ffd272-e2a3-4778-abcf-a26764ad3988,2023-06-02,program_sponsorship,Stale but historically valuable partner.,follow_up_needed,2026-01-30 17:54:10.335404
ebb2509d-590c-4f6a-806d-04ecfe550770,55ffd272-e2a3-4778-abcf-a26764ad3988,2024-09-26,outreach,Stale but historically valuable partner.,no_response,2026-01-30 17:54:10.335404
e160b208-36ee-4040-b370-1fcbb6ddd951,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-05-25,meeting,South later long my force hotel yet Republican more the.,follow_up_needed,2026-01-30 17:54:10.335404
44ac93ea-54ae-4837-b10d-a764c2a18fd7,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-03-03,program_sponsorship,Deal almost color fight show group bed series list.,interested,2026-01-30 17:54:10.335404
610f0255-b837-49b2-a7d1-701dcc16709c,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-05-20,meeting,Language my bank win than walk plant voice.,no_response,2026-01-30 17:54:10.335404
d417835f-80e7-4961-b0e1-8e2d626466a1,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-10-07,outreach,Often commercial TV usually activity hour can find law manage site word true.,positive,2026-01-30 17:54:10.335404
853f95ab-2cc7-4a26-a5bd-0d2c4f6b6e56,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-12-31,meeting,Stage wish those base difficult arrive.,declined,2026-01-30 17:54:10.335404
651058a9-b333-4c9a-9082-0e3f2ba2ae0f,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-12-18,outreach,Help character according same or second hear themselves summer where.,follow_up_needed,2026-01-30 17:54:10.335404
4fada045-4c18-4bcb-bd9b-73833d6441e6,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-02-01,meeting,Great perform rise decade receive their trip.,no_response,2026-01-30 17:54:10.335404
23998849-3025-4d75-8676-2cfb01592371,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-11-22,outreach,Arm sometimes city experience support Mr perhaps face style.,no_response,2026-01-30 17:54:10.335404
c3cea2e6-2289-45ff-ab94-c6e6a09fb72b,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-10-14,program_sponsorship,Want hit great wall whole travel data.,declined,2026-01-30 17:54:10.335404
b0c05062-3f95-40ba-af5a-d7b43d57b70d,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-08-21,program_sponsorship,Big begin him find wear affect education her month trip continue.,no_response,2026-01-30 17:54:10.335404
9c8702a5-3c01-43b7-9bf8-2674b000faba,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-09-10,outreach,Which rule food nor wait member industry fall.,no_response,2026-01-30 17:54:10.335404
97b2d6e0-ddf5-43d4-a2c0-74dd90046877,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-06-30,outreach,Both task fine you form rich late medical next experience stay second employee.,positive,2026-01-30 17:54:10.335404
1b64aa10-b073-4d90-8832-7715a24c2e20,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-08-12,meeting,Some result into else top north artist north matter bit body baby.,interested,2026-01-30 17:54:10.335404
bbef615d-d16d-4833-a333-5930f1e5ff74,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-06-29,program_sponsorship,Direction sit training ever pass follow staff sport his either.,follow_up_needed,2026-01-30 17:54:10.335404
ff77a85c-d3b7-4498-a619-f7cc9757c9a5,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-12-15,meeting,Guess agree concern off room daughter job in into former.,follow_up_needed,2026-01-30 17:54:10.335404
95156691-5fd3-4dbe-bbbf-dc4b12522b55,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-12-21,outreach,Early eat forward according pressure able but management.,interested,2026-01-30 17:54:10.335404
60bcd83b-9b36-4e53-ab25-2deeb7bfacc3,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-07-30,program_sponsorship,Best sign as cultural buy interview.,declined,2026-01-30 17:54:10.335404
26653ad7-11c4-42f8-83d6-0fbc7cb0aa4e,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-06-28,meeting,Item avoid how kid center enter this above his.,positive,2026-01-30 17:54:10.335404
8b695344-de82-4183-90bf-e4fe6fa8ef3e,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-02-27,program_sponsorship,Somebody it foot fear let answer threat woman late but general.,follow_up_needed,2026-01-30 17:54:10.335404
ffe0c421-2955-4536-b585-38e7833e4fa9,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-01-21,outreach,Less eat attention quality none relationship beyond imagine reflect fast.,declined,2026-01-30 17:54:10.335404
f68c0973-d3f0-49a6-84f9-89f565d00bd9,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-12-05,outreach,Among organization always drop science reason.,no_response,2026-01-30 17:54:10.335404
919db0ad-b834-45b6-8a53-6f623b15fbfe,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-12-14,outreach,End lawyer maybe choose weight account.,no_response,2026-01-30 17:54:10.335404
d66fcb80-ba94-4b80-9ffe-0e7406284bab,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-03-01,program_sponsorship,West far can officer general television quickly major student these amount.,no_response,2026-01-30 17:54:10.335404
d4ab3a6e-0898-41e8-a622-f13d5570a0a1,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-04-23,outreach,Several idea anyone course over time say somebody rest threat.,interested,2026-01-30 17:54:10.335404
2df04404-e12a-4ee1-9b90-fd6e8b3a8482,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-01-17,outreach,Meet under whatever state already maintain right politics wait.,declined,2026-01-30 17:54:10.335404
21e8c707-0504-4c07-bf64-5da84bfcd9ba,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-12-10,meeting,Evidence record book item build pass chair military.,interested,2026-01-30 17:54:10.335404
6a19cf79-297a-45dc-a52c-7923b7f50f52,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-06-10,outreach,Her any accept name point baby home more.,declined,2026-01-30 17:54:10.335404
b2fac3ae-0721-48fe-96dc-320b92e53551,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-10-26,meeting,Rather feeling study modern set hard both sell pay give wife.,no_response,2026-01-30 17:54:10.335404
9b534cd2-862a-4dae-8b35-02af5c7b593b,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-08-16,outreach,Either paper employee business appear give appear degree realize get finally write.,follow_up_needed,2026-01-30 17:54:10.335404
52922121-fe3e-4d3c-b155-8bbb92354ec9,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-01-22,meeting,Through show important should memory sort deal language significant coach.,interested,2026-01-30 17:54:10.335404
342a275d-b2b4-4ef0-975b-716a696e5500,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-06-30,outreach,Guy play spring chance total left great along growth risk recognize.,positive,2026-01-30 17:54:10.335404
bc20d54d-77d1-4e5b-9bd6-91ed6fe73e91,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-08-04,program_sponsorship,Similar special share enough create contain.,no_response,2026-01-30 17:54:10.335404
9edf39f5-5a5e-4311-a988-d4a0bf6cd939,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-09-18,program_sponsorship,Past hit civil argue raise particularly pay practice grow daughter three anything.,follow_up_needed,2026-01-30 17:54:10.335404
bb775af8-72f7-406c-9caa-d8e535ddd758,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-05-23,program_sponsorship,Opportunity fly each turn budget those subject her though.,interested,2026-01-30 17:54:10.335404
be48f7f5-77bc-4157-b249-44c608c0025e,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-08-31,meeting,Place so market explain deal occur fire bag relate sometimes hospital Congress fast.,interested,2026-01-30 17:54:10.335404
c9eb07b0-4894-404e-8543-e3f33ab7eb24,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-10-13,program_sponsorship,Fall forward value almost picture visit minute finish TV to media bring.,interested,2026-01-30 17:54:10.335404
3bf21bfb-a3ac-432a-b2f4-7f4a237473c5,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-01-12,meeting,Cover professor nature agreement inside many reality hear discussion without amount.,no_response,2026-01-30 17:54:10.335404
3db4bd40-d268-4eb1-96b8-0a390836903c,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-12-10,program_sponsorship,Could ground relate section financial discussion dog kitchen hundred because front scientist.,interested,2026-01-30 17:54:10.335404
c83f20d2-352f-4469-a8d4-300731278b29,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-04-20,outreach,White hour research figure walk case issue explain operation prepare study.,positive,2026-01-30 17:54:10.335404
6d73fb8a-b7fb-4e7c-b25f-df7bdb8eaec8,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-01-30,meeting,State act author rule compare role.,declined,2026-01-30 17:54:10.335404
e1722ec5-5cb0-45e4-9b1f-22837c9d43a0,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-02-27,meeting,Woman some arrive size apply these military argue among real participant sing democratic.,declined,2026-01-30 17:54:10.335404
a1ae2cb7-376e-491d-8de8-b84de5c8a5ac,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-07-13,meeting,Field degree arrive than culture soldier account two TV culture.,positive,2026-01-30 17:54:10.335404
aff14fb6-8bee-4a47-a951-31a7639774fc,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-08-14,outreach,Deep pretty purpose sing stop forget effect grow price politics mission once before whole.,no_response,2026-01-30 17:54:10.335404
944b0e69-92cf-4b30-bebf-cb2f525245d1,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-04-07,program_sponsorship,Change attorney available opportunity else name table evidence but go.,positive,2026-01-30 17:54:10.335404
f6e15baa-3c91-4820-b628-04e7f6198bdf,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-01-21,meeting,Central laugh somebody necessary onto guy.,interested,2026-01-30 17:54:10.335404
424af547-6fa4-45b4-bd69-32f1d90a0b3c,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-03-16,meeting,Table air kid factor shoulder discussion.,no_response,2026-01-30 17:54:10.335404
e2c29616-5bae-43fd-8aa5-2d6442a0284a,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-06-13,outreach,War deep relationship health suggest tonight region rise discuss.,positive,2026-01-30 17:54:10.335404
4aa05aad-5a83-4094-8449-e385e960bcea,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-12-12,outreach,Possible others kind owner find certain he material head.,follow_up_needed,2026-01-30 17:54:10.335404
555e2ba2-3720-474c-8e42-6b52962c2b4e,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-12-22,program_sponsorship,Production away impact may race late seem hope if case president first.,declined,2026-01-30 17:54:10.335404
d777dc1f-87b6-4e70-82b4-a69aca7782d7,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-09-13,meeting,Include increase how number produce amount PM heavy church fund through language.,no_response,2026-01-30 17:54:10.335404
91206d10-f7f0-4dd9-babf-bff808a223ce,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-04-13,meeting,Nor media instead south recently cause hospital senior experience third.,no_response,2026-01-30 17:54:10.335404
28d75dbe-3cc7-4cc8-951d-74ba9c4b341f,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-02-23,outreach,However throughout foot mention but wish on walk win campaign travel care.,follow_up_needed,2026-01-30 17:54:10.335404
bc1651ff-a248-4526-9cf0-2c2915d72c34,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-11-07,meeting,Per writer concern store their administration.,interested,2026-01-30 17:54:10.335404
880817c2-2b2a-4188-9bb6-3f3c344311e6,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-04-08,program_sponsorship,Four answer book blue kid investment field.,declined,2026-01-30 17:54:10.335404
7f8d6452-e5d9-479c-ab7e-61ac63923a9d,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-06-06,program_sponsorship,He beyond seven father TV social near realize lose.,interested,2026-01-30 17:54:10.335404
f299f837-827e-4e39-ac34-f71b1ea342db,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-03-13,program_sponsorship,Participant east student response for political.,interested,2026-01-30 17:54:10.335404
bd3c69ef-bdd1-4871-89c7-ae5b0224e231,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-07-23,program_sponsorship,Wonder what door because from approach Democrat against.,positive,2026-01-30 17:54:10.335404
96d7cd4c-c617-4482-916c-f10cb70c04ca,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-06-23,outreach,Home expect structure need high television at open fall ok.,interested,2026-01-30 17:54:10.335404
73a1dc70-770f-4471-a0f8-179d20d86952,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-04-29,program_sponsorship,Bank quite data think almost certain.,interested,2026-01-30 17:54:10.335404
e70a0ac6-1bf2-46d0-9418-868d5a030122,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-04-27,meeting,Find outside agency policy rich wind avoid high entire us.,interested,2026-01-30 17:54:10.335404
e8b2762a-30ec-4541-9848-0fad5d11bc16,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-10-19,outreach,Catch sea entire guy myself foreign Republican history finally sister learn spend half.,declined,2026-01-30 17:54:10.335404
74e87f6b-c248-40de-acda-63ef6be32393,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-01-14,meeting,Picture race million image hold sense think perhaps.,interested,2026-01-30 17:54:10.335404
722dfcf6-b60d-4156-ae2e-5908797bfd4b,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-04-01,program_sponsorship,News authority give kind decade rise population.,interested,2026-01-30 17:54:10.335404
d9f56433-bb4d-478a-9bbe-4a6f89af5fb0,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-04-21,meeting,Hour rate above prevent remain pattern billion general action speech.,no_response,2026-01-30 17:54:10.335404
3c0d4d88-676a-420a-bcb2-3361cc89f7e2,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-07-31,program_sponsorship,Whom public case bag final himself figure report three yard.,no_response,2026-01-30 17:54:10.335404
a57c3c0f-5e76-4c78-90e0-bb5580892b7f,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-03-28,outreach,Often together hard standard leader any say.,interested,2026-01-30 17:54:10.335404
853cda42-aacf-49d3-8fa6-17af5a040bf3,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-08-26,program_sponsorship,Among trip way current mind television sound Congress itself realize.,follow_up_needed,2026-01-30 17:54:10.335404
8e7d0851-fcae-4aca-a7e1-75babc9788f1,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-01-31,outreach,Position information late chair alone southern ability task edge science wall right.,declined,2026-01-30 17:54:10.335404
5a0314ec-9f9d-40c6-ae7f-8314ffb4f95f,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-08-09,program_sponsorship,Make none sea deal present world media even.,declined,2026-01-30 17:54:10.335404
48e205a7-6a31-454a-a3b0-3422f6092c94,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-03-21,meeting,Away letter little common TV may fire character.,positive,2026-01-30 17:54:10.335404
c1d896fd-c80e-47dd-a916-78d42123172b,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-05-03,meeting,Size action crime piece wrong play animal.,no_response,2026-01-30 17:54:10.335404
18b0939f-989b-402f-97c6-869c58a3b403,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-08-04,program_sponsorship,Sing effect throw couple many west nor arm maybe most.,no_response,2026-01-30 17:54:10.335404
b961ed91-1d77-4f71-802b-db2f43e5c0d2,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-03-09,program_sponsorship,Protect rest use dog weight half second.,declined,2026-01-30 17:54:10.335404
2bfc90c5-d3e2-4611-b47e-b9e6ea9ba79c,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-10-04,program_sponsorship,Nature trip yourself young mind door look wait make forward man civil.,follow_up_needed,2026-01-30 17:54:10.335404
9b2add3a-2907-40ea-8fa9-df862a491db7,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-11-23,outreach,Quickly draw value choose travel size policy method.,positive,2026-01-30 17:54:10.335404
d606da11-4bd4-47df-b2ec-455b38ef2b2e,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-02-01,outreach,Too analysis coach again federal minute.,declined,2026-01-30 17:54:10.335404
8914a221-6f66-4b0f-b814-2358993dae99,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-10-09,outreach,Necessary serve near heart six culture high.,declined,2026-01-30 17:54:10.335404
66a5be0f-27cf-497c-a75a-c8052aa85f78,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-12-18,outreach,Everything somebody young which according cold fine determine interview Republican message key.,follow_up_needed,2026-01-30 17:54:10.335404
810885c3-2abb-406b-bd75-544b654d4b2c,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-04-25,meeting,Sister mind season risk nature feeling color assume difficult.,no_response,2026-01-30 17:54:10.335404
85298683-7e0d-4e54-bd6e-997e252db932,a80a12cb-ec88-4436-96af-5dc1c69f2223,2025-08-03,outreach,Message policy very month respond board tend thus conference shoulder.,follow_up_needed,2026-01-30 17:54:10.335404
1a263b0b-79be-480d-b87e-1a01ce3ec9bf,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-04-18,outreach,Law loss cup statement piece free western figure senior Republican here billion.,positive,2026-01-30 17:54:10.335404
260b5984-b6c1-48f2-9b44-cbe2d35f3b1e,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-07-02,meeting,Item get mouth interesting he bed talk mind feel.,declined,2026-01-30 17:54:10.335404
559e0191-3635-4a4e-a4fa-dcd157b3a0d3,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-01-27,outreach,Analysis example course lawyer per carry behind.,declined,2026-01-30 17:54:10.335404
4df1559a-57de-467e-a5f1-dfbd996c05e3,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-02-08,program_sponsorship,Become often teacher these create number we southern nature the blood half.,interested,2026-01-30 17:54:10.335404
3b84fc68-a960-455e-9344-e859e0533848,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-05-27,outreach,Machine six positive series pretty go employee strategy occur serious crime voice American.,follow_up_needed,2026-01-30 17:54:10.335404
3aad8ed2-b945-45ba-ab8e-108750ea67ed,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-02-09,meeting,Tough street model participant top threat country environment actually ok position.,interested,2026-01-30 17:54:10.335404
a0d805b5-21cc-4961-8d6e-09ed0def8f4b,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-02-20,outreach,Sell together behind to different smile maybe throughout.,declined,2026-01-30 17:54:10.335404
9999b376-5f32-4594-877c-91d51fb7938b,cc4134d2-ee8f-4deb-9020-be0458256f7d,2025-01-16,program_sponsorship,Yourself manager Republican community city hot performance left summer.,interested,2026-01-30 17:54:10.335404
ceefa998-2442-43ea-baf1-5b82c1a0f21c,cc4134d2-ee8f-4deb-9020-be0458256f7d,2024-11-14,meeting,Page dinner two see between course pressure season administration.,declined,2026-01-30 17:54:10.335404
c83313ba-03ce-44a0-af4b-8ee16309e3c1,a80a12cb-ec88-4436-96af-5dc1c69f2223,2024-08-21,program_sponsorship,Audience hospital public onto decide sport system.,interested,2026-01-30 17:54:10.335404
